	qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	nident	sname
531	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5263	tr|A0A1W2PQR6|A0A1W2PQR6_HUMAN	100.0	5	0	0	1	5	357	361	83.0	17.3	5	tr|A0A1W2PQR6|A0A1W2PQR6_HUMAN Lysosome membrane protein 2 OS=Homo sapiens OX=9606 GN=SCARB2 PE=1 SV=1
532	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5263	tr|A0A1W2PPX5|A0A1W2PPX5_HUMAN	100.0	5	0	0	1	5	357	361	97.0	16.9	5	tr|A0A1W2PPX5|A0A1W2PPX5_HUMAN Lysosome membrane protein 2 OS=Homo sapiens OX=9606 GN=SCARB2 PE=1 SV=1
533	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5303	tr|H3BRL0|H3BRL0_HUMAN	100.0	5	0	0	1	5	232	236	60.0	17.7	5	tr|H3BRL0|H3BRL0_HUMAN Bardet-Biedl syndrome 2 protein homolog OS=Homo sapiens OX=9606 GN=BBS2 PE=1 SV=1
534	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5303	tr|E5RHN3|E5RHN3_HUMAN	100.0	5	0	0	1	5	79	83	88.0	17.3	5	tr|E5RHN3|E5RHN3_HUMAN Hepatitis A virus cellular receptor 2 OS=Homo sapiens OX=9606 GN=HAVCR2 PE=1 SV=1
537	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5306	tr|C9JV03|C9JV03_HUMAN	100.0	5	0	0	1	5	95	99	46.0	18.1	5	tr|C9JV03|C9JV03_HUMAN Ankyrin repeat and BTB/POZ domain-containing protein BTBD11 (Fragment) OS=Homo sapiens OX=9606 GN=BTBD11 PE=1 SV=2
538	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5306	tr|H0YHR1|H0YHR1_HUMAN	100.0	5	0	0	1	5	92	96	85.0	17.3	5	tr|H0YHR1|H0YHR1_HUMAN Ankyrin repeat and BTB/POZ domain-containing protein BTBD11 (Fragment) OS=Homo sapiens OX=9606 GN=BTBD11 PE=1 SV=1
539	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5338	tr|A0A0C4DGR5|A0A0C4DGR5_HUMAN	100.0	5	0	0	1	5	389	393	65.0	17.7	5	tr|A0A0C4DGR5|A0A0C4DGR5_HUMAN Zinc finger protein 496 (Fragment) OS=Homo sapiens OX=9606 GN=ZNF496 PE=1 SV=1
540	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5339	tr|G3V5V5|G3V5V5_HUMAN	100.0	5	0	0	1	5	73	77	70.0	17.3	5	tr|G3V5V5|G3V5V5_HUMAN Kelch domain-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=KLHDC1 PE=4 SV=2
541	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5345	tr|E9PQ73|E9PQ73_HUMAN	100.0	5	0	0	1	5	3668	3672	54.0	17.7	5	tr|E9PQ73|E9PQ73_HUMAN Protocadherin Fat 3 OS=Homo sapiens OX=9606 GN=FAT3 PE=1 SV=1
542	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5347	tr|A0A087X0G3|A0A087X0G3_HUMAN	100.0	5	0	0	1	5	187	191	75.0	17.3	5	tr|A0A087X0G3|A0A087X0G3_HUMAN Cryptic family protein 1B OS=Homo sapiens OX=9606 GN=CFC1B PE=4 SV=1
543	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5347	tr|A0A087WWV2|A0A087WWV2_HUMAN	100.0	5	0	0	1	5	187	191	75.0	17.3	5	tr|A0A087WWV2|A0A087WWV2_HUMAN Cryptic protein OS=Homo sapiens OX=9606 GN=CFC1 PE=4 SV=1
544	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5348	tr|E9PC85|E9PC85_HUMAN	100.0	5	0	0	1	5	694	698	55.0	17.7	5	tr|E9PC85|E9PC85_HUMAN Leucine-rich repeat serine/threonine-protein kinase 2 OS=Homo sapiens OX=9606 GN=LRRK2 PE=1 SV=1
568	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5370	tr|F8W1C8|F8W1C8_HUMAN	100.0	5	0	0	1	5	483	487	93.0	16.9	5	tr|F8W1C8|F8W1C8_HUMAN Zinc finger protein 606 (Fragment) OS=Homo sapiens OX=9606 GN=ZNF606 PE=1 SV=1
569	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5376	tr|A0A1W2PPV8|A0A1W2PPV8_HUMAN	100.0	5	0	0	1	5	625	629	59.0	17.7	5	tr|A0A1W2PPV8|A0A1W2PPV8_HUMAN KAT8 regulatory NSL complex subunit 1 (Fragment) OS=Homo sapiens OX=9606 GN=KANSL1 PE=1 SV=1
570	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5376	tr|E7EWV1|E7EWV1_HUMAN	100.0	5	0	0	1	5	537	541	59.0	17.7	5	tr|E7EWV1|E7EWV1_HUMAN GPI ethanolamine phosphate transferase 2 OS=Homo sapiens OX=9606 GN=PIGG PE=1 SV=1
571	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5376	tr|I3L233|I3L233_HUMAN	100.0	5	0	0	1	5	625	629	59.0	17.7	5	tr|I3L233|I3L233_HUMAN KAT8 regulatory NSL complex subunit 1 (Fragment) OS=Homo sapiens OX=9606 GN=KANSL1 PE=1 SV=2
572	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5376	tr|A0A1W2PRR3|A0A1W2PRR3_HUMAN	100.0	5	0	0	1	5	349	353	60.0	17.7	5	tr|A0A1W2PRR3|A0A1W2PRR3_HUMAN KAT8 regulatory NSL complex subunit 1 (Fragment) OS=Homo sapiens OX=9606 GN=KANSL1 PE=1 SV=1
573	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5376	tr|A0A0J9YVS1|A0A0J9YVS1_HUMAN	100.0	5	0	0	1	5	625	629	62.0	17.7	5	tr|A0A0J9YVS1|A0A0J9YVS1_HUMAN KAT8 regulatory NSL complex subunit 1 OS=Homo sapiens OX=9606 GN=KANSL1 PE=1 SV=1
574	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5376	tr|A0A3B3IT55|A0A3B3IT55_HUMAN	100.0	5	0	0	1	5	625	629	63.0	17.7	5	tr|A0A3B3IT55|A0A3B3IT55_HUMAN KAT8 regulatory NSL complex subunit 1 OS=Homo sapiens OX=9606 GN=KANSL1 PE=1 SV=1
575	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5376	tr|A0A1W2PRB5|A0A1W2PRB5_HUMAN	100.0	5	0	0	1	5	625	629	63.0	17.7	5	tr|A0A1W2PRB5|A0A1W2PRB5_HUMAN KAT8 regulatory NSL complex subunit 1 OS=Homo sapiens OX=9606 GN=KANSL1 PE=1 SV=1
576	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5376	tr|A0A0G2JNT7|A0A0G2JNT7_HUMAN	100.0	5	0	0	1	5	625	629	65.0	17.7	5	tr|A0A0G2JNT7|A0A0G2JNT7_HUMAN KAT8 regulatory NSL complex subunit 1 OS=Homo sapiens OX=9606 GN=KANSL1 PE=1 SV=1
577	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5376	tr|A0A0G2JNB1|A0A0G2JNB1_HUMAN	100.0	5	0	0	1	5	625	629	65.0	17.7	5	tr|A0A0G2JNB1|A0A0G2JNB1_HUMAN KAT8 regulatory NSL complex subunit 1 OS=Homo sapiens OX=9606 GN=KANSL1 PE=1 SV=1
578	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5376	tr|A0A0G2JQF5|A0A0G2JQF5_HUMAN	100.0	5	0	0	1	5	625	629	66.0	17.3	5	tr|A0A0G2JQF5|A0A0G2JQF5_HUMAN KAT8 regulatory NSL complex subunit 1 OS=Homo sapiens OX=9606 GN=KANSL1 PE=1 SV=1
579	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5376	tr|A0A0G2JQF4|A0A0G2JQF4_HUMAN	100.0	5	0	0	1	5	625	629	68.0	17.3	5	tr|A0A0G2JQF4|A0A0G2JQF4_HUMAN KAT8 regulatory NSL complex subunit 1 OS=Homo sapiens OX=9606 GN=KANSL1 PE=1 SV=1
580	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5376	tr|E9PB90|E9PB90_HUMAN	100.0	5	0	0	1	5	408	412	73.0	17.3	5	tr|E9PB90|E9PB90_HUMAN Hexokinase OS=Homo sapiens OX=9606 GN=HK2 PE=1 SV=1
581	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5376	tr|A0A1W2PQT4|A0A1W2PQT4_HUMAN	100.0	5	0	0	1	5	203	207	98.0	16.9	5	tr|A0A1W2PQT4|A0A1W2PQT4_HUMAN KAT8 regulatory NSL complex subunit 1 (Fragment) OS=Homo sapiens OX=9606 GN=KANSL1 PE=1 SV=1
582	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5391	tr|A2A370|A2A370_HUMAN	100.0	5	0	0	1	5	237	241	72.0	17.3	5	tr|A2A370|A2A370_HUMAN Dedicator of cytokinesis protein 8 OS=Homo sapiens OX=9606 GN=DOCK8 PE=1 SV=1
583	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5391	tr|A2A369|A2A369_HUMAN	100.0	5	0	0	1	5	402	406	82.0	17.3	5	tr|A2A369|A2A369_HUMAN Dedicator of cytokinesis protein 8 OS=Homo sapiens OX=9606 GN=DOCK8 PE=1 SV=1
584	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5392	tr|E7EV41|E7EV41_HUMAN	100.0	5	0	0	1	5	49	53	78.0	17.3	5	tr|E7EV41|E7EV41_HUMAN Na(+)/Ca(2+)-exchange protein 1 OS=Homo sapiens OX=9606 GN=SLC8A1 PE=1 SV=1
606	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5486	tr|A0A3B3ISX9|A0A3B3ISX9_HUMAN	100.0	5	0	0	1	5	1422	1426	92.0	16.9	5	tr|A0A3B3ISX9|A0A3B3ISX9_HUMAN Tenascin-X OS=Homo sapiens OX=9606 GN=TNXB PE=1 SV=1
607	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5486	tr|A0A3B3ISX9|A0A3B3ISX9_HUMAN	100.0	5	0	0	1	5	2144	2148	92.0	16.9	5	tr|A0A3B3ISX9|A0A3B3ISX9_HUMAN Tenascin-X OS=Homo sapiens OX=9606 GN=TNXB PE=1 SV=1
608	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5486	tr|A0A140TA41|A0A140TA41_HUMAN	100.0	5	0	0	1	5	1175	1179	92.0	16.9	5	tr|A0A140TA41|A0A140TA41_HUMAN Tenascin-X OS=Homo sapiens OX=9606 GN=TNXB PE=1 SV=1
609	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5486	tr|A0A140TA41|A0A140TA41_HUMAN	100.0	5	0	0	1	5	1897	1901	92.0	16.9	5	tr|A0A140TA41|A0A140TA41_HUMAN Tenascin-X OS=Homo sapiens OX=9606 GN=TNXB PE=1 SV=1
610	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5486	tr|A0A140TA33|A0A140TA33_HUMAN	100.0	5	0	0	1	5	1175	1179	92.0	16.9	5	tr|A0A140TA33|A0A140TA33_HUMAN Tenascin-X OS=Homo sapiens OX=9606 GN=TNXB PE=1 SV=1
611	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5486	tr|A0A140TA33|A0A140TA33_HUMAN	100.0	5	0	0	1	5	1897	1901	92.0	16.9	5	tr|A0A140TA33|A0A140TA33_HUMAN Tenascin-X OS=Homo sapiens OX=9606 GN=TNXB PE=1 SV=1
612	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5486	tr|A0A140TA52|A0A140TA52_HUMAN	100.0	5	0	0	1	5	1175	1179	92.0	16.9	5	tr|A0A140TA52|A0A140TA52_HUMAN Tenascin-X OS=Homo sapiens OX=9606 GN=TNXB PE=1 SV=1
613	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5486	tr|A0A140TA52|A0A140TA52_HUMAN	100.0	5	0	0	1	5	1897	1901	92.0	16.9	5	tr|A0A140TA52|A0A140TA52_HUMAN Tenascin-X OS=Homo sapiens OX=9606 GN=TNXB PE=1 SV=1
614	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5486	tr|A0A140T9C0|A0A140T9C0_HUMAN	100.0	5	0	0	1	5	1175	1179	92.0	16.9	5	tr|A0A140T9C0|A0A140T9C0_HUMAN Tenascin-X OS=Homo sapiens OX=9606 GN=TNXB PE=1 SV=1
615	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5486	tr|A0A140T9C0|A0A140T9C0_HUMAN	100.0	5	0	0	1	5	1897	1901	92.0	16.9	5	tr|A0A140T9C0|A0A140T9C0_HUMAN Tenascin-X OS=Homo sapiens OX=9606 GN=TNXB PE=1 SV=1
616	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5486	tr|A0A140T8Y3|A0A140T8Y3_HUMAN	100.0	5	0	0	1	5	1175	1179	92.0	16.9	5	tr|A0A140T8Y3|A0A140T8Y3_HUMAN Tenascin-X OS=Homo sapiens OX=9606 GN=TNXB PE=1 SV=1
617	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5486	tr|A0A140T8Y3|A0A140T8Y3_HUMAN	100.0	5	0	0	1	5	1897	1901	92.0	16.9	5	tr|A0A140T8Y3|A0A140T8Y3_HUMAN Tenascin-X OS=Homo sapiens OX=9606 GN=TNXB PE=1 SV=1
618	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5486	tr|A0A140T902|A0A140T902_HUMAN	100.0	5	0	0	1	5	1175	1179	92.0	16.9	5	tr|A0A140T902|A0A140T902_HUMAN Tenascin-X OS=Homo sapiens OX=9606 GN=TNXB PE=1 SV=1
619	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5486	tr|A0A140T902|A0A140T902_HUMAN	100.0	5	0	0	1	5	1897	1901	92.0	16.9	5	tr|A0A140T902|A0A140T902_HUMAN Tenascin-X OS=Homo sapiens OX=9606 GN=TNXB PE=1 SV=1
620	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5486	tr|A0A140T8Z8|A0A140T8Z8_HUMAN	100.0	5	0	0	1	5	249	253	92.0	16.9	5	tr|A0A140T8Z8|A0A140T8Z8_HUMAN Tenascin-X (Fragment) OS=Homo sapiens OX=9606 GN=TNXB PE=1 SV=1
621	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5486	tr|A0A140T8Z8|A0A140T8Z8_HUMAN	100.0	5	0	0	1	5	971	975	92.0	16.9	5	tr|A0A140T8Z8|A0A140T8Z8_HUMAN Tenascin-X (Fragment) OS=Homo sapiens OX=9606 GN=TNXB PE=1 SV=1
622	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5486	tr|A0A140T956|A0A140T956_HUMAN	100.0	5	0	0	1	5	1175	1179	92.0	16.9	5	tr|A0A140T956|A0A140T956_HUMAN Tenascin-X (Fragment) OS=Homo sapiens OX=9606 GN=TNXB PE=1 SV=1
623	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5486	tr|A0A140T956|A0A140T956_HUMAN	100.0	5	0	0	1	5	1897	1901	92.0	16.9	5	tr|A0A140T956|A0A140T956_HUMAN Tenascin-X (Fragment) OS=Homo sapiens OX=9606 GN=TNXB PE=1 SV=1
624	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5486	tr|A0A087WWA5|A0A087WWA5_HUMAN	100.0	5	0	0	1	5	1262	1266	92.0	16.9	5	tr|A0A087WWA5|A0A087WWA5_HUMAN Tenascin-X OS=Homo sapiens OX=9606 GN=TNXB PE=1 SV=1
625	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5486	tr|A0A140T923|A0A140T923_HUMAN	100.0	5	0	0	1	5	249	253	93.0	16.9	5	tr|A0A140T923|A0A140T923_HUMAN Tenascin-X (Fragment) OS=Homo sapiens OX=9606 GN=TNXB PE=1 SV=1
626	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5495	tr|A0A2R8YFP4|A0A2R8YFP4_HUMAN	100.0	5	0	0	1	5	135	139	56.0	17.7	5	tr|A0A2R8YFP4|A0A2R8YFP4_HUMAN Transmembrane channel-like protein (Fragment) OS=Homo sapiens OX=9606 GN=TMC2 PE=3 SV=1
628	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5496	tr|A0A0G2JN98|A0A0G2JN98_HUMAN	100.0	5	0	0	1	5	34	38	98.0	16.9	5	tr|A0A0G2JN98|A0A0G2JN98_HUMAN Cysteine-rich motor neuron 1 protein (Fragment) OS=Homo sapiens OX=9606 GN=CRIM1 PE=1 SV=1
629	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5604	tr|Q5JXR6|Q5JXR6_HUMAN	100.0	5	0	0	1	5	618	622	81.0	17.3	5	tr|Q5JXR6|Q5JXR6_HUMAN NFX1-type zinc finger-containing protein 1 OS=Homo sapiens OX=9606 GN=ZNFX1 PE=1 SV=1
630	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5604	tr|Q5JXR7|Q5JXR7_HUMAN	100.0	5	0	0	1	5	422	426	91.0	16.9	5	tr|Q5JXR7|Q5JXR7_HUMAN NFX1-type zinc finger-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=ZNFX1 PE=1 SV=1
631	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5605	tr|Q5JXR6|Q5JXR6_HUMAN	100.0	5	0	0	1	5	619	623	72.0	17.3	5	tr|Q5JXR6|Q5JXR6_HUMAN NFX1-type zinc finger-containing protein 1 OS=Homo sapiens OX=9606 GN=ZNFX1 PE=1 SV=1
632	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5605	tr|Q5JXR7|Q5JXR7_HUMAN	100.0	5	0	0	1	5	423	427	73.0	17.3	5	tr|Q5JXR7|Q5JXR7_HUMAN NFX1-type zinc finger-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=ZNFX1 PE=1 SV=1
633	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5605	tr|R4GNH3|R4GNH3_HUMAN	100.0	5	0	0	1	5	211	215	74.0	17.3	5	tr|R4GNH3|R4GNH3_HUMAN 26S proteasome regulatory subunit 6A OS=Homo sapiens OX=9606 GN=PSMC3 PE=1 SV=1
634	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5605	tr|H0YAL2|H0YAL2_HUMAN	100.0	5	0	0	1	5	175	179	75.0	17.3	5	tr|H0YAL2|H0YAL2_HUMAN Pachytene checkpoint protein 2 homolog (Fragment) OS=Homo sapiens OX=9606 GN=TRIP13 PE=1 SV=1
635	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5605	tr|J3KRP2|J3KRP2_HUMAN	100.0	5	0	0	1	5	182	186	76.0	17.3	5	tr|J3KRP2|J3KRP2_HUMAN 26S proteasome regulatory subunit 8 (Fragment) OS=Homo sapiens OX=9606 GN=PSMC5 PE=1 SV=1
636	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5605	tr|J3QLH6|J3QLH6_HUMAN	100.0	5	0	0	1	5	182	186	76.0	17.3	5	tr|J3QLH6|J3QLH6_HUMAN 26S proteasome regulatory subunit 8 (Fragment) OS=Homo sapiens OX=9606 GN=PSMC5 PE=1 SV=1
637	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5605	tr|J3QSF3|J3QSF3_HUMAN	100.0	5	0	0	1	5	125	129	79.0	17.3	5	tr|J3QSF3|J3QSF3_HUMAN ATPase family AAA domain-containing protein 3C (Fragment) OS=Homo sapiens OX=9606 GN=ATAD3C PE=1 SV=1
638	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5605	tr|C9JZI1|C9JZI1_HUMAN	100.0	5	0	0	1	5	78	82	79.0	17.3	5	tr|C9JZI1|C9JZI1_HUMAN Replication factor C subunit 4 OS=Homo sapiens OX=9606 GN=RFC4 PE=1 SV=1
639	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5605	tr|Q5JXR5|Q5JXR5_HUMAN	100.0	5	0	0	1	5	619	623	81.0	17.3	5	tr|Q5JXR5|Q5JXR5_HUMAN NFX1-type zinc finger-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=ZNFX1 PE=1 SV=1
640	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5605	tr|E9PN50|E9PN50_HUMAN	100.0	5	0	0	1	5	190	194	84.0	17.3	5	tr|E9PN50|E9PN50_HUMAN 26S proteasome regulatory subunit 6A (Fragment) OS=Homo sapiens OX=9606 GN=PSMC3 PE=1 SV=9
641	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5605	tr|E9PKD5|E9PKD5_HUMAN	100.0	5	0	0	1	5	188	192	87.0	17.3	5	tr|E9PKD5|E9PKD5_HUMAN 26S proteasome regulatory subunit 6A (Fragment) OS=Homo sapiens OX=9606 GN=PSMC3 PE=1 SV=2
642	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5605	tr|J3QSA9|J3QSA9_HUMAN	100.0	5	0	0	1	5	182	186	93.0	16.9	5	tr|J3QSA9|J3QSA9_HUMAN 26S proteasome regulatory subunit 8 (Fragment) OS=Homo sapiens OX=9606 GN=PSMC5 PE=1 SV=1
643	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5605	tr|A0A0C4DG33|A0A0C4DG33_HUMAN	100.0	5	0	0	1	5	824	828	96.0	16.9	5	tr|A0A0C4DG33|A0A0C4DG33_HUMAN Peroxin-1 OS=Homo sapiens OX=9606 GN=PEX1 PE=1 SV=1
644	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5605	tr|J3QQM1|J3QQM1_HUMAN	100.0	5	0	0	1	5	171	175	97.0	16.9	5	tr|J3QQM1|J3QQM1_HUMAN 26S proteasome regulatory subunit 8 (Fragment) OS=Homo sapiens OX=9606 GN=PSMC5 PE=1 SV=1
645	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5605	tr|H0YJC0|H0YJC0_HUMAN	100.0	5	0	0	1	5	174	178	97.0	16.9	5	tr|H0YJC0|H0YJC0_HUMAN 26S proteasome regulatory subunit 10B (Fragment) OS=Homo sapiens OX=9606 GN=PSMC6 PE=1 SV=1
646	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5606	tr|Q5JXR6|Q5JXR6_HUMAN	100.0	5	0	0	1	5	620	624	72.0	17.3	5	tr|Q5JXR6|Q5JXR6_HUMAN NFX1-type zinc finger-containing protein 1 OS=Homo sapiens OX=9606 GN=ZNFX1 PE=1 SV=1
647	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5606	tr|Q5JXR7|Q5JXR7_HUMAN	100.0	5	0	0	1	5	424	428	73.0	17.3	5	tr|Q5JXR7|Q5JXR7_HUMAN NFX1-type zinc finger-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=ZNFX1 PE=1 SV=1
648	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5606	tr|R4GNH3|R4GNH3_HUMAN	100.0	5	0	0	1	5	212	216	74.0	17.3	5	tr|R4GNH3|R4GNH3_HUMAN 26S proteasome regulatory subunit 6A OS=Homo sapiens OX=9606 GN=PSMC3 PE=1 SV=1
649	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5606	tr|H0YAL2|H0YAL2_HUMAN	100.0	5	0	0	1	5	176	180	75.0	17.3	5	tr|H0YAL2|H0YAL2_HUMAN Pachytene checkpoint protein 2 homolog (Fragment) OS=Homo sapiens OX=9606 GN=TRIP13 PE=1 SV=1
650	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5606	tr|J3KRP2|J3KRP2_HUMAN	100.0	5	0	0	1	5	183	187	76.0	17.3	5	tr|J3KRP2|J3KRP2_HUMAN 26S proteasome regulatory subunit 8 (Fragment) OS=Homo sapiens OX=9606 GN=PSMC5 PE=1 SV=1
651	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5606	tr|J3QLH6|J3QLH6_HUMAN	100.0	5	0	0	1	5	183	187	76.0	17.3	5	tr|J3QLH6|J3QLH6_HUMAN 26S proteasome regulatory subunit 8 (Fragment) OS=Homo sapiens OX=9606 GN=PSMC5 PE=1 SV=1
652	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5606	tr|J3QSF3|J3QSF3_HUMAN	100.0	5	0	0	1	5	126	130	79.0	17.3	5	tr|J3QSF3|J3QSF3_HUMAN ATPase family AAA domain-containing protein 3C (Fragment) OS=Homo sapiens OX=9606 GN=ATAD3C PE=1 SV=1
653	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5606	tr|C9JZI1|C9JZI1_HUMAN	100.0	5	0	0	1	5	79	83	79.0	17.3	5	tr|C9JZI1|C9JZI1_HUMAN Replication factor C subunit 4 OS=Homo sapiens OX=9606 GN=RFC4 PE=1 SV=1
654	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5606	tr|Q5JXR5|Q5JXR5_HUMAN	100.0	5	0	0	1	5	620	624	81.0	17.3	5	tr|Q5JXR5|Q5JXR5_HUMAN NFX1-type zinc finger-containing protein 1 (Fragment) OS=Homo sapiens OX=9606 GN=ZNFX1 PE=1 SV=1
655	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5606	tr|E9PN50|E9PN50_HUMAN	100.0	5	0	0	1	5	191	195	84.0	17.3	5	tr|E9PN50|E9PN50_HUMAN 26S proteasome regulatory subunit 6A (Fragment) OS=Homo sapiens OX=9606 GN=PSMC3 PE=1 SV=9
656	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5606	tr|E9PKD5|E9PKD5_HUMAN	100.0	5	0	0	1	5	189	193	87.0	17.3	5	tr|E9PKD5|E9PKD5_HUMAN 26S proteasome regulatory subunit 6A (Fragment) OS=Homo sapiens OX=9606 GN=PSMC3 PE=1 SV=2
657	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5606	tr|J3QSA9|J3QSA9_HUMAN	100.0	5	0	0	1	5	183	187	93.0	16.9	5	tr|J3QSA9|J3QSA9_HUMAN 26S proteasome regulatory subunit 8 (Fragment) OS=Homo sapiens OX=9606 GN=PSMC5 PE=1 SV=1
658	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5606	tr|A0A0C4DG33|A0A0C4DG33_HUMAN	100.0	5	0	0	1	5	825	829	96.0	16.9	5	tr|A0A0C4DG33|A0A0C4DG33_HUMAN Peroxin-1 OS=Homo sapiens OX=9606 GN=PEX1 PE=1 SV=1
659	wuhan_hu_1|1|orf1ab_polyprotein|MN908947|266|21555_5606	tr|J3QQM1|J3QQM1_HUMAN	100.0	5	0	0	1	5	172	176	97.0	16.9	5	tr|J3QQM1|J3QQM1_HUMAN 26S proteasome regulatory subunit 8 (Fragment) OS=Homo sapiens OX=9606 GN=PSMC5 PE=1 SV=1
